Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Estimates Start After
Senegal,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",8.837,5.779,17.384,11.707,11.742,13.041,6.122,-4.13,-1.823,0.449,0.325,-1.754,-0.007,-0.744,32.104,8.076,2.835,1.784,0.989,0.818,0.754,3.053,2.398,-0.048,0.515,1.707,2.114,5.863,6.335,-2.248,1.229,3.403,1.418,0.71,-1.083,0.129,0.838,1.317,0.465,0.986,1.5,1.5,1.5,1.5,1.5,2018
Senegal,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2008 Primary domestic currency: CFA franc Data last updated: 09/2019,30.147,33.549,38.888,43.703,47.943,53.543,55.741,52.862,51.763,52.182,51.707,51.336,51.082,51.336,70.608,74.498,76.356,77.859,78.566,78.948,80.026,83.268,84.504,83.247,84.67,85.874,89.231,94.743,100,95.459,99.553,102.276,103.439,103.357,102.553,102.957,105.079,104.39,105.776,107.874,109.492,111.135,112.802,114.494,116.211,2018
Senegal,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,11.285,15.913,12.382,9.701,11.681,4.106,-5.164,-2.079,0.809,-0.909,-0.718,-0.496,0.498,37.539,5.51,2.494,1.969,0.908,0.486,1.366,4.051,1.484,-1.488,1.709,1.422,3.909,6.178,5.548,-4.541,4.289,2.735,1.137,-0.079,-0.778,0.394,2.06,-0.655,1.328,1.983,1.5,1.5,1.5,1.5,1.5,2018
Senegal,Current account balance,U.S. dollars,Billions,"Source: Central Bank and Staff estimates. Latest actual data: 2018 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: CFA franc Data last updated: 09/2019",-0.432,-0.452,-0.307,-0.304,-0.272,-0.272,-0.268,-0.306,-0.414,-0.381,-0.444,-0.451,-0.506,-0.456,-0.289,-0.323,-0.337,-0.27,-0.339,-0.341,-0.328,-0.246,-0.323,-0.437,-0.513,-0.678,-0.724,-1.337,-1.906,-0.856,-0.568,-1.158,-1.548,-1.563,-1.382,-1.004,-0.768,-1.527,-2.072,-2.039,-2.849,-3.134,-2.395,-1.388,-1.307,2018
Senegal,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-9.733,-11.228,-7.792,-8.663,-7.953,-7.245,-5.044,-4.792,-6.567,-6.125,-6.14,-6.339,-6.651,-6.34,-5.891,-5.234,-5.251,-4.57,-5.302,-5.227,-5.498,-3.98,-4.77,-5.028,-5.043,-6.143,-6.107,-9.344,-11.202,-5.253,-3.498,-6.472,-8.678,-8.244,-6.981,-5.646,-4.037,-7.297,-8.817,-8.518,-11.055,-11.066,-7.651,-3.862,-3.292,2018
Seychelles,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",3.297,3.233,3.098,3.076,3.062,3.035,3.147,3.183,3.196,3.141,3.22,3.051,3.122,3.143,3.159,3.03,2.794,2.771,3.025,3.044,3.014,3.131,3.194,3.322,4.033,3.929,3.869,4.213,5.577,7.056,6.682,6.69,7.291,7.454,7.485,7.564,7.427,7.539,7.589,7.592,7.573,7.62,7.678,7.753,7.828,2017
Seychelles,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2014. Basket based on 2013 Household Budget Survey Primary domestic currency: Seychelles rupee Data last updated: 09/2019,24.877,27.492,27.257,29.05,29.392,29.564,30.273,30.952,31.1,32.134,33.404,34.083,34.771,34.654,35.427,35.606,34.873,35.502,36.46,38.757,41.199,43.671,43.758,45.202,46.965,47.27,46.391,48.861,66.923,88.174,86.054,88.256,94.531,98.633,100,104.042,102.987,105.931,109.85,112.048,114.019,117.113,120.483,124.098,127.821,2018
Seychelles,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",13.516,10.512,-0.854,6.577,1.179,0.585,2.397,2.244,0.478,3.323,3.952,2.032,2.02,-0.336,2.229,0.505,-2.059,1.804,2.7,6.3,6.3,6,0.2,3.3,3.9,0.648,-1.858,5.324,36.965,31.754,-2.405,2.559,7.11,4.339,1.386,4.042,-1.014,2.859,3.699,2.001,1.759,2.714,2.878,3,3,2018
Seychelles,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2014. Basket based on 2013 Household Budget Survey Primary domestic currency: Seychelles rupee Data last updated: 09/2019,n/a,n/a,28.154,29.221,29.478,29.919,30.613,31.026,31.617,32.769,33.743,34.427,34.713,35.041,35.516,35.239,35.187,35.981,37.609,39.978,42.435,43.715,44.48,46.084,46.914,46.185,46.284,54.035,88.213,85.974,86.306,91.063,96.342,99.636,100.158,103.327,103.104,106.692,110.3,112.841,115.027,118.466,122.008,125.656,129.413,2018
Seychelles,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,n/a,n/a,3.792,0.88,1.494,2.32,1.351,1.904,3.643,2.974,2.026,0.83,0.945,1.358,-0.78,-0.148,2.256,4.524,6.3,6.145,3.016,1.752,3.605,1.802,-1.555,0.214,16.748,63.252,-2.538,0.386,5.512,5.797,3.419,0.524,3.163,-0.215,3.48,3.382,2.303,1.938,2.99,2.99,2.99,2.99,2018
Seychelles,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2016 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: Seychelles rupee Data last updated: 09/2019",-0.016,-0.019,-0.041,-0.026,-0.013,-0.019,-0.033,-0.021,-0.028,-0.04,-0.013,-0.008,-0.007,0.009,0.031,0.001,-0.052,-0.066,-0.106,-0.117,-0.043,-0.153,-0.101,-0.009,-0.06,-0.174,-0.134,-0.111,-0.185,-0.126,-0.188,-0.234,-0.224,-0.159,-0.31,-0.256,-0.293,-0.307,-0.269,-0.274,-0.284,-0.312,-0.33,-0.344,-0.35,2016
Seychelles,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-10.602,-12.211,-27.505,-17.755,-8.782,-11.369,-16.018,-8.47,-10.01,-13.008,-3.521,-2.182,-1.592,1.82,6.452,0.279,-10.42,-11.741,-17.469,-18.743,-6.981,-24.597,-14.519,-1.327,-7.187,-18.939,-13.161,-10.773,-18.483,-14.837,-19.38,-22.959,-21.138,-11.945,-23.111,-18.601,-20.559,-20.412,-17.011,-16.66,-16.995,-17.529,-17.556,-17.334,-16.844,2016
Sierra Leone,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",0.616,0.653,0.727,0.94,1.374,2.467,5.713,10.036,14.872,23.041,30.431,74.91,119.499,149.889,173.874,232.646,400.508,459.842,577.715,712.034,739.029,682.856,645.854,717.331,788.025,891.296,971.741,"1,010.63","1,090.39","1,166.33","1,350.88","1,553.14","1,707.39","1,794.21","1,793.30","2,123.45","2,224.52","2,378.50","2,647.67","2,899.97","3,184.82","3,443.89","3,685.07","3,912.69","4,135.09",2017
Sierra Leone,"Inflation, average consumer prices",Index,,Source: National Statistics Office. National CPI Latest actual data: 2017 Harmonized prices: No Frequency of source data: Monthly Base year: 2008. The authorities only recalculated the new CPI back to 2008. Data between 2007 and 2000 are IMF staff estimates. Primary domestic currency: Sierra Leonean leone Data last updated: 08/2019,0.018,0.022,0.028,0.047,0.079,0.139,0.251,0.7,0.94,1.512,3.189,6.464,10.697,13.073,16.236,20.455,25.188,28.855,39.239,52.616,52.133,53.472,53.536,55.673,62.867,71.481,79.01,92.418,100,107.469,115.2,123.02,131.125,138.361,144.788,154.48,171.293,202.502,236.647,273.887,309.506,343.861,376.872,409.848,443.661,2017
Sierra Leone,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",12.867,23.369,26.89,68.526,66.575,76.576,80.867,178.7,34.287,60.8,110.946,102.695,65.5,22.202,24.199,25.987,23.137,14.559,35.986,34.092,-0.918,2.568,0.121,3.991,12.922,13.702,10.533,16.97,8.205,7.469,7.194,6.788,6.588,5.518,4.645,6.694,10.883,18.22,16.862,15.737,13.005,11.1,9.6,8.75,8.25,2017
Sierra Leone,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office. National CPI Latest actual data: 2017 Harmonized prices: No Frequency of source data: Monthly Base year: 2008. The authorities only recalculated the new CPI back to 2008. Data between 2007 and 2000 are IMF staff estimates. Primary domestic currency: Sierra Leonean leone Data last updated: 08/2019,0.019,0.024,0.035,0.064,0.098,0.17,0.368,0.799,1.105,2.05,4.064,8.753,11.799,14.949,17.599,23.675,25.186,42.041,39.654,54.225,52.57,54.374,52.699,58.647,67.087,75.875,82.145,93.45,102.12,109.82,117.95,125.77,133.58,140.76,147.26,159.6,187.39,216.11,253.85,289.415,324.144,357.207,389.356,422.451,456.247,2017
Sierra Leone,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,25.37,44.71,83.127,52.279,74.527,116.347,116.797,38.328,85.543,98.286,115.377,34.799,26.69,17.73,34.527,6.379,66.923,-5.677,36.745,-3.052,3.432,-3.08,11.286,14.391,13.1,8.263,13.763,9.278,7.54,7.403,6.63,6.21,5.375,4.618,8.38,17.412,15.326,17.463,14.01,12,10.2,9,8.5,8,2017
Sierra Leone,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2017 BOP Manual used: Balance of Payments Manual, fifth edition (BPM5) Primary domestic currency: Sierra Leonean leone Data last updated: 08/2019",-0.165,-0.132,-0.17,-0.018,-0.023,0.003,0.141,-0.03,-0.003,-0.06,-0.069,0.015,-0.005,-0.058,-0.089,-0.118,-0.151,-0.055,-0.033,-0.099,-0.112,-0.098,-0.073,-0.083,-0.099,-0.105,-0.095,-0.16,-0.225,-0.327,-0.585,-1.914,-1.21,-0.859,-0.464,-0.661,-0.165,-0.535,-0.564,-0.521,-0.461,-0.432,-0.433,-0.439,-0.44,2017
Sierra Leone,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-9.691,-7.225,-8.285,-0.988,-1.117,0.16,10.708,-2.65,-0.151,-3.465,-7.321,1.347,-0.552,-5.149,-6.697,-9.277,-10.952,-4.424,-3.387,-10.167,-11.933,-9.028,-5.859,-6.002,-6.883,-6.363,-5.043,-7.418,-8.977,-13.325,-22.703,-65.031,-31.833,-17.481,-9.273,-15.537,-4.366,-14.354,-13.82,-12.317,-10.475,-9.377,-8.923,-8.508,-8.03,2017
South Africa,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",0.478,0.481,0.517,0.579,0.624,0.706,0.811,0.906,1.007,1.136,1.265,1.415,1.585,1.75,1.876,2.025,2.146,2.277,2.426,2.561,2.726,2.871,3.172,3.294,3.418,3.495,3.604,3.821,4.079,4.352,4.575,4.774,4.932,5.145,5.332,5.549,5.888,6.084,6.172,6.33,6.527,6.734,6.952,7.176,7.408,2018
South Africa,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2016. CPI basket has been updated and rebased at Dec-2016=100 Primary domestic currency: South African rand Data last updated: 09/2019,4.308,4.967,5.683,6.392,7.117,8.283,9.808,11.4,12.875,14.775,16.875,19.442,22.175,24.317,26.467,28.783,30.9,33.567,35.908,37.733,39.767,42.008,45.85,48.542,49.233,50.883,53.233,57.042,63.308,67.817,70.708,74.233,78.408,82.925,87.975,92,97.833,102.992,107.75,112.473,118.287,124.556,131.157,138.109,145.429,2018
South Africa,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",14.236,15.28,14.43,12.463,11.343,16.393,18.41,16.228,12.939,14.757,14.213,15.21,14.059,9.658,8.842,8.753,7.354,8.63,6.976,5.082,5.389,5.637,9.145,5.871,1.425,3.351,4.618,7.154,10.986,7.121,4.264,4.985,5.624,5.76,6.09,4.575,6.341,5.273,4.62,4.383,5.169,5.3,5.3,5.3,5.3,2018
South Africa,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2016. CPI basket has been updated and rebased at Dec-2016=100 Primary domestic currency: South African rand Data last updated: 09/2019,4.7,5.3,6,6.7,7.5,8.9,10.5,12.1,13.6,15.7,18,20.9,22.9,25.1,27.5,29.4,32.2,34.2,37.3,38.1,40.7,42.6,47.9,48,49.7,51.5,54.5,59.3,65.269,69.386,71.796,76.214,80.532,84.85,89.369,94.088,100.414,105.151,110.324,115.51,121.632,128.078,134.866,142.014,149.541,2018
South Africa,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,12.766,13.208,11.667,11.94,18.667,17.978,15.238,12.397,15.441,14.65,16.111,9.569,9.607,9.562,6.909,9.524,6.211,9.064,2.145,6.824,4.668,12.441,0.209,3.542,3.622,5.825,8.807,10.066,6.308,3.473,6.154,5.665,5.362,5.325,5.281,6.724,4.717,4.92,4.7,5.3,5.3,5.3,5.3,5.3,2018
South Africa,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2018 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: South African rand Data last updated: 09/2019",3.287,-5.143,-3.422,-0.404,-1.873,2.321,2.775,5.105,2.567,1.514,1.545,1.416,1.963,2.778,0.016,-2.494,-1.656,-2.221,-2.368,-0.68,-0.172,0.333,1.044,-1.447,-6.332,-8.063,-12.17,-16.098,-15.896,-8.109,-5.633,-9.246,-20.335,-21.226,-17.794,-14.664,-8.503,-8.878,-13.064,-11.239,-13.401,-13.895,-15.275,-17.682,-20.548,2018
South Africa,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",3.961,-6.018,-4.364,-0.462,-2.422,3.927,4.107,5.764,2.696,1.529,1.337,1.142,1.459,2.068,0.011,-1.604,-1.121,-1.455,-1.72,-0.498,-0.126,0.274,0.902,-0.826,-2.766,-3.129,-4.477,-5.383,-5.537,-2.728,-1.501,-2.218,-5.131,-5.786,-5.071,-4.618,-2.87,-2.541,-3.549,-3.132,-3.623,-3.62,-3.822,-4.246,-4.73,2018
South Sudan,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.465,1.945,1.96,1.89,2.187,8.081,20.277,33.285,37.87,41.769,44.185,46.352,48.296,50.266,2017
South Sudan,"Inflation, average consumer prices",Index,,Source: National Statistics Office. National Bureau of Statistics Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2011. 6/1/2011 Primary domestic currency: South Sudanese pound Data last updated: 08/2019,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,109.546,158.926,158.864,161.495,246.786,"1,184.20","3,408.92","6,255.09","7,785.54","9,100.80","9,987.42","10,847.34","11,737.63","12,671.22",2018
South Sudan,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,45.078,-0.039,1.656,52.813,379.849,187.867,83.492,24.467,16.894,9.742,8.61,8.208,7.954,2018
South Sudan,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office. National Bureau of Statistics Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2011. 6/1/2011 Primary domestic currency: South Sudanese pound Data last updated: 08/2019,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,135.443,169.628,154.723,170.01,356.777,"2,068.36","4,502.21","6,305.98","8,571.09","9,496.69","10,387.52","11,240.75","12,185.82","13,099.75",2018
South Sudan,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,25.239,-8.787,9.88,109.856,479.735,117.67,40.064,35.92,10.799,9.381,8.214,8.408,7.5,2018
South Sudan,Current account balance,U.S. dollars,Billions,"Source: The data comes from a combination of IMF Staff / Ministry of Economy / Ministry of Finance /  National Statistics Office Latest actual data: 2018 Notes: All data is estimated from secondary sources. BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: South Sudanese pound Data last updated: 08/2019",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.125,-1.793,-0.581,-0.232,-0.362,0.168,-0.117,-0.299,0.084,-0.142,0.124,0.133,0.058,-0.421,2018
South Sudan,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18.182,-15.911,-3.89,-1.539,-2.486,4.867,-3.398,-6.528,2.272,-4.24,3.583,3.254,1.419,-9.967,2017
Tanzania,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",8.156,8.864,10.038,10.908,12,14.185,17.202,21.429,30.475,35.354,41.729,51.711,63.388,77.069,98.978,122.986,144.1,171.009,217.612,235.171,247.448,254.984,268.833,286.233,298.303,307.883,348.061,359.074,408.362,442.813,478.185,522.483,567.719,611.861,637.093,678.394,721.611,726.9,722.834,749.795,770.957,791.872,813.638,836.61,861.141,2018
Tanzania,"Inflation, average consumer prices",Index,,"Source: National Statistics Office Latest actual data: 2018. Most recent data from CY18; Base year is from 2011/12 household budget survey. Harmonized prices: No Frequency of source data: Monthly Base year: 2000. The latest CPI weights are based on the 2011/12 household budget survey, and CPI data with those weights were released starting for December 2015. Primary domestic currency: Tanzania shilling Data last updated: 09/2019",1.145,1.439,1.855,2.358,3.209,4.278,5.664,7.357,9.652,12.143,16.563,20.736,25.029,31.561,43.523,55.174,66.788,77.566,87.478,94.379,100,105.147,109.937,114.806,119.558,124.769,133.816,143.22,157.938,177.118,189.855,213.95,248.184,267.715,284.132,300.011,315.517,332.305,343.966,356.232,371.171,387.779,405.856,425.54,446.818,2018
Tanzania,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",30.2,25.7,28.9,27.1,36.1,33.3,32.4,29.9,31.2,25.8,36.4,25.2,20.7,26.1,37.9,26.77,21.049,16.138,12.778,7.889,5.956,5.147,4.555,4.429,4.138,4.359,7.251,7.028,10.276,12.144,7.192,12.691,16.001,7.87,6.132,5.588,5.168,5.321,3.509,3.566,4.194,4.475,4.662,4.85,5,2018
Tanzania,"Inflation, end of period consumer prices",Index,,"Source: National Statistics Office Latest actual data: 2018. Most recent data from CY18; Base year is from 2011/12 household budget survey. Harmonized prices: No Frequency of source data: Monthly Base year: 2000. The latest CPI weights are based on the 2011/12 household budget survey, and CPI data with those weights were released starting for December 2015. Primary domestic currency: Tanzania shilling Data last updated: 09/2019",1.212,1.531,1.889,2.54,3.241,4.511,5.797,7.67,10.031,13.728,16.284,22.433,27.085,34.156,47.125,59.741,69.029,79.627,88.593,94.761,100,104.854,109.472,114.467,119.163,125.1,133.431,142,161.133,180.833,190.874,228.58,256.15,270.395,283.246,302.613,317.865,330.484,341.227,355.349,370.723,387.454,405.665,425.948,447.246,2018
Tanzania,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,26.29,23.404,34.483,27.564,39.196,28.52,32.303,30.786,36.851,18.624,37.76,20.736,26.108,37.972,26.771,15.546,15.353,11.26,6.962,5.529,4.854,4.404,4.563,4.102,4.982,6.659,6.423,13.474,12.226,5.553,19.754,12.062,5.561,4.752,6.838,5.04,3.97,3.251,4.139,4.326,4.513,4.7,5,5,2018
Tanzania,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2018 BOP Manual used: Balance of Payments Manual, fifth edition (BPM5). Our SPR economist's understanding is that the authorities have been moving onto the BPM6, but this move has not happened. Similarly, they will check with the authorities Primary domestic currency: Tanzania shilling Data last updated: 09/2019",-0.521,-0.407,-0.523,-0.305,-0.359,-0.375,-0.321,-0.407,-0.357,-0.335,-0.559,-0.737,-0.714,-0.895,-0.637,-0.59,-0.413,-0.436,-0.704,-0.777,-0.397,-0.309,-0.174,-0.16,-0.5,-0.938,-1.374,-1.83,-2.126,-2.179,-2.352,-3.745,-4.742,-4.888,-4.977,-3.724,-2.124,-1.584,-2.107,-2.521,-2.447,-2.57,-2.716,-2.615,-2.424,2018
Tanzania,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-4.793,-3.126,-3.504,-1.992,-2.58,-2.987,-2.023,-5.209,-4.77,-5.2,-10.807,-12.252,-12.782,-17.306,-11.636,-9.241,-5.232,-4.67,-6.135,-6.599,-3.213,-2.45,-1.327,-1.131,-3.211,-5.461,-7.276,-8.391,-7.657,-7.516,-7.458,-10.992,-11.96,-10.701,-9.953,-7.86,-4.267,-2.975,-3.706,-4.051,-3.639,-3.545,-3.467,-3.077,-2.629,2018
Togo,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",145.931,147.417,147,164.812,158.199,159.385,163.411,166.636,161.217,156.625,146.559,146.028,145.144,138.09,180.382,175.214,200.471,220.609,213.606,214.805,208.13,206.992,214.013,204.033,194.893,200.112,193.246,197.541,216.591,218.359,217.207,215.06,214.62,214.543,210.478,215.547,216.54,214.237,212.697,213.779,215.906,217.886,220.011,222.165,224.316,2016
Togo,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2014 Primary domestic currency: CFA franc Data last updated: 08/2019,27.627,33.074,36.755,40.193,38.776,38.072,39.643,39.664,39.604,39.228,39.671,39.765,40.41,40.374,54.61,63.236,66.143,69.653,70.333,70.295,71.397,75.019,77.067,76.349,76.866,80.937,81.813,82.167,88.485,92.084,92.279,95.562,98.084,99.813,100,101.79,102.663,102.441,103.392,104.839,106.936,109.075,111.257,113.482,115.752,2018
Togo,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",12.32,19.716,11.13,9.355,-3.527,-1.815,4.125,0.054,-0.151,-0.951,1.13,0.238,1.622,-0.089,35.259,15.797,4.596,5.307,0.975,-0.053,1.567,5.074,2.73,-0.932,0.677,5.295,1.082,0.433,7.69,4.067,0.212,3.558,2.639,1.763,0.187,1.79,0.857,-0.215,0.928,1.4,2,2,2,2,2,2018
Togo,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2014 Primary domestic currency: CFA franc Data last updated: 08/2019,29.816,33.085,38.578,38.511,37.305,39.011,39.559,39.361,39.634,38.452,39.042,41.008,40.143,41.086,61.012,64.912,68.097,70.162,69.186,72.307,71.417,76.103,77.226,75.933,78.717,81.532,82.061,84.553,91.908,93.519,94.974,96.362,99.165,98.665,100.472,102.103,102.551,101.853,103.879,105.685,108.002,109.989,112.337,114.457,116.746,2018
Togo,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,10.966,16.601,-0.173,-3.132,4.573,1.403,-0.498,0.691,-2.981,1.534,5.035,-2.109,2.351,48.498,6.393,4.906,3.032,-1.391,4.511,-1.231,6.561,1.476,-1.675,3.667,3.575,0.649,3.038,8.698,1.753,1.556,1.461,2.909,-0.504,1.831,1.624,0.438,-0.68,1.989,1.739,2.192,1.84,2.135,1.887,2,2018
Togo,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2017 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: CFA franc Data last updated: 08/2019",-0.095,-0.044,-0.087,-0.043,0.026,-0.027,-0.056,-0.061,-0.087,-0.051,-0.084,-0.141,-0.139,-0.082,-0.056,-0.122,-0.154,-0.117,-0.14,-0.127,-0.14,-0.169,-0.14,-0.162,-0.207,-0.204,-0.176,-0.216,-0.223,-0.177,-0.199,-0.302,-0.294,-0.568,-0.459,-0.461,-0.437,-0.097,-0.263,-0.346,-0.329,-0.319,-0.326,-0.36,-0.376,2017
Togo,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-6.425,-3.596,-8.389,-4.398,2.891,-2.888,-4.242,-3.875,-5.014,-2.98,-4.099,-6.931,-6.51,-5.08,-4.479,-7.343,-8.479,-6.324,-8.006,-7.247,-9.383,-11.419,-8.216,-7.67,-9.171,-8.94,-7.503,-8.114,-6.705,-5.249,-5.784,-7.805,-7.593,-13.153,-10.021,-11.027,-9.766,-2.012,-4.905,-6.281,-5.49,-4.868,-4.553,-4.591,-4.388,2016
Uganda,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",0.368,0.524,0.739,0.997,1.95,3.954,8.176,22.473,62.921,130.404,181.432,207.111,276.38,315.463,340.222,361.638,371.217,393.64,411.43,418.844,441.744,428.608,433.928,453.977,474.595,477,502.651,530.208,601.882,701.442,751.315,833.54,925.088,937.693,965.071,989.524,"1,048.31","1,077.93","1,085.74","1,106.88","1,136.19","1,169.23","1,203.22","1,246.45","1,295.85",2018
Uganda,"Inflation, average consumer prices",Index,,Source: Central Bank Latest actual data: 2018/19 Harmonized prices: No Frequency of source data: Monthly Base year: 2009/10. The authorities use a FY base; the average of CPI from July 2009 to June 2010 is 100. Primary domestic currency: Uganda shilling Data last updated: 09/2019,0.01,0.02,0.04,0.101,0.118,0.236,0.575,1.814,4.837,11.164,16.232,19.612,27.897,36.258,38.379,40.983,44.064,47.469,50.239,53.132,54.929,55.984,55.817,60.678,62.903,68.314,73.245,77.706,87.065,98.399,102.055,117.373,132.254,138.742,143.009,150.748,158.971,167.92,172.327,177.803,184.55,193.202,202.862,213.005,223.655,2019
